Organization,Device,Group,Activity,Description,User,Date
Slifer,STACYSLAPTOP,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:43:15.000+0000
Partners,NERBELESURFACE,Script,Completed,This machine cannot run any more Windows Patch Management jobs because there is a pending reboot. Please reboot the machine.,,2025-07-28T14:44:34.304+0000
Hospitality,3-1710,Software Patching,Software Patch Scan Complete,Patch management scan FAILED to complete. ERROR: Unknown WPM error code,,2025-07-28T14:44:26.000+0000
Partners,1-1399,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:43:48.000+0000
Partners,1-1399,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:43:33.000+0000
Hospitality,3-1091,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:43:53.000+0000
Hospitality,3-1545,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:43:39.000+0000
Hospitality,3-2177,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:43:59.000+0000
Partners,CLAMB-SURFACE,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T14:44:17.000+0000
Hospitality,3-1777,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Microsoft Wi-Fi Direct Virtual Adapter #2' InterfaceIndex : 5 Status changed : 'Down' -> 'Up',,2025-07-28T14:43:40.000+0000
Hospitality,3-2086,OS Patching,OS Patching Warning,OS patch download error. Failed to add catalog patch [c56cbfe5-6477-44bc-86d8-c3808040fa7a] to pre-download cache. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T14:43:24.000+0000
Slifer,BRIMEL-2023,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:43:26.000+0000
Slifer,BRIMEL-2023,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:43:26.000+0000
Slifer,BRIMEL-2023,Software,Software Updated,"Software updated: 'Microsoft.Copilot', Version: '1.25072.115.0', User: '<System>'",,2025-07-28T14:43:26.000+0000
Hospitality,3-1747,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:43:19.000+0000
Hospitality,3-1946,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:43:44.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft OneNote - pt-br', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft OneNote - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft OneNote - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft OneNote - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft 365 Apps for enterprise - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft 365 - pt-br', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft 365 - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft 365 - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-2092,Software,Software Updated,"Software updated: 'Microsoft 365 - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T13:40:02.000+0000
Hospitality,3-1839,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:43:53.000+0000
Hospitality,3-1935,Hardware,Network Adapter Added,"Network Adapter added: 'Realtek USB GbE Family Controller #2', MacAddress: 'AC:91:A1:9B:90:A2', IPAddress: '10.110.1.102;fd56:90fc:e254:f14f:b17d:f718:1bbe:595e|fd56:90fc:e254:f14f:1448:e230:b8e5:d2d6|fe80::46cf:e074:9fd:cf72', InstallDate: '2025-07-28T14:42:54Z'",,2025-07-28T14:42:54.000+0000
Hospitality,3-1935,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:42:42.000+0000
Partners,1-1150,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:43:05.000+0000
Partners,1-1150,Software,Software Updated,"Software updated: 'Microsoft.XboxApp', Version: '48.89.25001.0', User: '<System>'",,2025-07-28T14:43:05.000+0000
Slifer,Jennifer Beckley Laptop,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:43:04.000+0000
Hospitality,Hanna Albertson's MacBook Air,Hardware,Network Adapter Added,"Network Adapter added: 'en6', MacAddress: '00:1c:c2:5c:e2:5d', IPAddress: '10.110.1.109', InstallDate: '2025-07-28T14:43:30Z'",,2025-07-28T14:43:30.916+0000
Partners,CLAMB-SURFACE,Software Patching,Software Patch Scan Complete,Patch management scan FAILED to complete. ERROR: ,,2025-07-28T14:43:36.000+0000
Partners,CLAMB-SURFACE,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 17 Status changed : 'Up' -> 'Down',,2025-07-28T14:37:49.000+0000
Partners,CLAMB-SURFACE,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '3E:E9:F7:54:7A:E5', IPAddress: '169.254.23.41;fe80::ee0a:2653:6a0a:d241'",,2025-07-28T14:37:49.000+0000
Partners,CLAMB-SURFACE,Hardware,Network Adapter Added,"Network Adapter added: 'Surface Ethernet Adapter #3', MacAddress: 'D8:E2:DF:C7:2E:FE', IPAddress: '169.254.29.98;fe80::42e8:f83d:3a82:3d22', InstallDate: '2025-07-28T14:37:49Z'",,2025-07-28T14:37:49.000+0000
Partners,CLAMB-SURFACE,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:37:25.000+0000
Partners,CLAMB-SURFACE,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:36:37.000+0000
Hospitality,3-1519,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:43:40.579+0000
Hospitality,3-1655,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #4', MacAddress: '9A:59:7A:AD:BA:BF', IPAddress: '169.254.83.185;fe80::cd77:16ed:b5cb:a897', InstallDate: '2025-07-28T14:42:49Z'",,2025-07-28T14:42:49.000+0000
Hospitality,VSNO-SLS-SURF2,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 12, Pending approval: 1",,2025-07-28T14:43:38.000+0000
Hospitality,3-2162,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:42:42.000+0000
Slifer,BETSY,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:42:35.000+0000
Hospitality,3-1519,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:43:29.781+0000
Hospitality,3-1710,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:43:18.000+0000
Partners,1-1399,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 2, Rejected: 10, Pending approval: 1",,2025-07-28T14:43:13.000+0000
Hospitality,3-2177,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:43:10.000+0000
Slifer,STACYSLAPTOP,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:43:17.000+0000
Slifer,STACYSLAPTOP,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:43:16.000+0000
Hospitality,3-1215,Software,Software Updated,"Software updated: 'microsoft.windowscommunicationsapps', Version: '16005.14326.22098.0', User: '<System>'",,2025-07-28T14:42:34.000+0000
Partners,1-1093,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete. This machine requires a reboot.,,2025-07-28T14:43:14.000+0000
Hospitality,3-1710,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:42:33.000+0000
Hospitality,3-1732,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 10, Pending approval: 2",,2025-07-28T14:42:53.000+0000
Hospitality,3-1935,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:42:51.000+0000
Slifer,2-1145,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (4) I219-V' InterfaceIndex : 17 Status changed : 'Dormant' -> 'Down',,2025-07-28T14:41:41.000+0000
Slifer,2-1145,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Dual Band Wireless-AC 8265' InterfaceIndex : 15 Status changed : 'Dormant' -> 'Up',,2025-07-28T14:41:41.000+0000
Hospitality,3-1935,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:42:44.000+0000
Slifer,Jennifer Beckley Laptop,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:42:39.000+0000
Partners,1-1399,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:42:35.000+0000
Partners,1-1399,Hardware,Network Adapter Deleted,"Network Adapter removed: 'EW-VPN', MacAddress: '', IPAddress: '10.70.51.7;'",,2025-07-28T14:41:53.000+0000
Partners,1-1399,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Intel(R) Wi-Fi 7 BE200 320MHz #5', MacAddress: '4E:B0:4A:F8:8A:D6', IPAddress: '169.254.185.128;fe80::64c6:4a55:7405:b368'",,2025-07-28T14:41:53.000+0000
Partners,1-1399,Software,Software Added,"Software installed: 'Microsoft.Edge.GameAssist', Version: '1.0.3423.0', InstallDate: '20250728', User: '<System>'",,2025-07-28T14:41:50.000+0000
Partners,1-1399,Software,Software Updated,"Software updated: 'Microsoft Edge', Version: '138.0.3351.109', User: '<System>'",,2025-07-28T14:41:50.000+0000
Partners,1-1399,Software,Software Updated,"Software updated: 'Google Chrome', Version: '138.0.7204.169', User: '<System>'",,2025-07-28T14:41:50.000+0000
Partners,1-1399,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:41:10.000+0000
Partners,1-1399,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:49.000+0000
Partners,1-1399,Hardware,User Account Logged Out,User logged out : 'EWP\pwunder',,2025-07-28T14:40:49.000+0000
Hospitality,3-1732,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:42:29.000+0000
Slifer,2-1145,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 0, Rejected: 12, Pending approval: 0",,2025-07-28T14:42:36.000+0000
Hospitality,3-1903,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:42:20.000+0000
Partners,1-1399,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:42:25.000+0000
Hospitality,3-1847,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:41:45.000+0000
Hospitality,3-1545,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:41:26.000+0000
Slifer,BETSY,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:42:09.000+0000
Hospitality,3-2026,Software,Software Added,"Software installed: 'Microsoft.Edge.GameAssist', Version: '1.0.3423.0', InstallDate: '20250728', User: '<System>'",,2025-07-28T14:41:49.000+0000
Hospitality,3-2026,Software,Software Updated,"Software updated: 'Microsoft Edge', Version: '138.0.3351.109', User: '<System>'",,2025-07-28T14:41:49.000+0000
Hospitality,3-1807,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:41:34.000+0000
Hospitality,3-1675,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:41:18.000+0000
Hospitality,3-2057,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:41:18.000+0000
Hospitality,3-1839,Software,Software Updated,"Software updated: 'Microsoft Edge', Version: '138.0.3351.109', User: '<System>'",,2025-07-28T14:41:09.000+0000
Slifer,Mac.hsd1.co.comcast.net,Hardware,Network Adapter Added,"Network Adapter added: 'en0', MacAddress: 'ac:07:75:05:ba:cc', IPAddress: '10.0.0.131', InstallDate: '2025-07-28T14:41:23Z'",,2025-07-28T14:41:23.138+0000
Hospitality,VSNO-SLS-SURF2,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:41:21.000+0000
Slifer,Jennifer Beckley Laptop,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:41:50.000+0000
Hospitality,3-1732,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:41:19.000+0000
Hospitality,3-1732,Software,Software Updated,"Software updated: 'Microsoft Teams Meeting Add-in for Microsoft Office', Version: '1.25.18202', User: '<System>'",,2025-07-28T14:41:04.000+0000
Hospitality,3-1732,Software,Software Updated,"Software updated: 'MSTeams', Version: '25163.3611.3774.6315', User: '<System>'",,2025-07-28T14:41:04.000+0000
Hospitality,3-1732,OS Patching,OS Patching Failure,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T14:40:49.000+0000
Hospitality,3-1588,Software,Software Updated,"Software updated: 'MicrosoftCorporationII.WinAppRuntime.Singleton', Version: '6000.318.2304.0', User: '<System>'",,2025-07-28T14:41:06.000+0000
Hospitality,3-1588,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:41:05.000+0000
Hospitality,3-1524,Software,Software Updated,"Software updated: 'Microsoft.YourPhone', Version: '1.25061.51.0', User: '<System>'",,2025-07-28T14:40:59.000+0000
Hospitality,3-2162,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:41:27.000+0000
Hospitality,3-2162,OS Patching,OS Patching Warning,OS patch download error. Patch download failed: -3005.,,2025-07-28T14:40:40.000+0000
Hospitality,3-1890,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:41:12.000+0000
Hospitality,3-1890,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:57.000+0000
Hospitality,3-1890,Software,Software Updated,"Software updated: 'Microsoft Teams Meeting Add-in for Microsoft Office', Version: '1.25.18302', User: '<System>'",,2025-07-28T14:40:52.000+0000
Hospitality,VSNO-DOF3,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:41:08.000+0000
Hospitality,VSNO-DOF3,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:58.000+0000
Hospitality,3-1513,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wireless-AC 9560 160MHz' InterfaceIndex : 16 Status changed : 'Up' -> 'Down',,2025-07-28T14:40:44.000+0000
Partners,1-1088,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:40:47.000+0000
Hospitality,3-2026,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 5, Rejected: 11, Pending approval: 0",,2025-07-28T14:41:20.921+0000
Hospitality,3-2043,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'A2:02:A5:C7:B7:94', IPAddress: '169.254.3.213;fe80::bb74:279e:388b:2f39', InstallDate: '2025-07-28T14:40:36Z'",,2025-07-28T14:40:36.000+0000
Slifer,SFLD1HP,Software,Software Added,"Software installed: 'Malwarebytes version 5.3.4.202', Version: '5.3.4.202', InstallDate: '20250728', User: '<System>'",,2025-07-28T14:40:39.000+0000
Slifer,BETSY,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:41:15.000+0000
Hospitality,3-1980,Software,Software Updated,"Software updated: 'MicrosoftCorporationII.QuickAssist', Version: '2.0.5.0', User: '<System>'",,2025-07-28T14:40:22.000+0000
Hospitality,3-1839,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 10, Pending approval: 1",,2025-07-28T14:41:15.000+0000
Hospitality,VSNO-SLS-SURF2,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:56.000+0000
Hospitality,VSNO-SLS-SURF2,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'C6:9D:ED:0B:04:36', IPAddress: '169.254.230.217;fe80::22e8:5c41:777b:844b'",,2025-07-28T14:40:39.000+0000
Hospitality,VSNO-SLS-SURF2,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Surface Ethernet Adapter', MacAddress: 'C4:9D:ED:E6:87:BB', IPAddress: '169.254.188.168;'",,2025-07-28T14:40:39.000+0000
Slifer,DESKTOP-L24CH9M,OS Patching,OS Patching Warning,OS patch download error. Error while downloading [-2145107943]. Patch not available for pre-stage. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T14:41:02.000+0000
Hospitality,3-1545,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:46.000+0000
Hospitality,3-1747,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:23.000+0000
Partners,1-1399,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:40:50.000+0000
Hospitality,VSNO-SLS-SURF2,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:41:02.000+0000
Slifer,2-1145,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Ethernet Connection (4) I219-V' InterfaceIndex : 17 Status changed : 'Down' -> 'Dormant',,2025-07-28T11:29:28.000+0000
Slifer,2-1145,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Dual Band Wireless-AC 8265' InterfaceIndex : 15 Status changed : 'Up' -> 'Dormant',,2025-07-28T11:29:28.000+0000
Slifer,2-1145,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #4', MacAddress: '06:D3:B0:88:4F:32', IPAddress: '169.254.173.216;fe80::5d29:14f0:eec6:dfa'",,2025-07-28T11:29:28.000+0000
Partners,1-1059,OS Patching,OS Patching Warning,OS patch download error. Error while downloading [c56cbfe5-6477-44bc-86d8-c3808040fa7a]. Code: [-2145116147]. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T14:40:54.000+0000
Hospitality,VSNO-SLS-SURF2,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:40:58.000+0000
Slifer,Mac.hsd1.co.comcast.net,Hardware,Network Adapter Deleted,"Network Adapter removed: 'en0', MacAddress: 'ac:07:75:05:ba:cc', IPAddress: '10.0.0.131'",,2025-07-28T14:40:33.708+0000
Hospitality,3-1635,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 6 Status changed : 'Up' -> 'Down',,2025-07-28T14:40:20.000+0000
Hospitality,3-1732,OS Patching,OS Patching Apply Patch Complete,"Patch management update FAILED to complete. ERROR: Patch management update FAILED to complete. Error:[-3005 Windows communication error, Find failed when performing missing patch search] [Windows error code: 0x80240438, description: There is no route or network connectivity to the endpoint.] ",,2025-07-28T14:40:51.000+0000
Hospitality,3-1942,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '72:D8:23:6D:F0:1A', IPAddress: '169.254.169.43;fe80::ccbe:5213:15a3:59c6', InstallDate: '2025-07-28T14:40:06Z'",,2025-07-28T14:40:06.000+0000
Hospitality,Josh Bezdek's Macbook Pro,Software,Software Removed,Software uninstalled: 'Warp(v0.2025.07.09.08.11' from '/Users/joshbezdek/Library/Application Support/dev.warp.Warp-Stable/autoupdate/TT3o0vI/Warp(v0.2025.07.09.08.11.stable_01).app',,2025-07-28T14:40:30.834+0000
Hospitality,Josh Bezdek's Macbook Pro,Software,Software Added,"Software installed: 'Warp(v0.2025.07.23.08.12', Version: '0.2025.07.23.08.12.02', InstallDate: '20250728', Location: '/Users/joshbezdek/Library/Application Support/dev.warp.Warp-Stable/autoupdate/K2Shm8R/Warp(v0.2025.07.23.08.12.stable_02).app'",,2025-07-28T14:40:30.834+0000
Hospitality,Hanna Albertson's MacBook Air,Hardware,Network Adapter Config Changed,"Network Adapter changed: 'en0', MacAddress: '74:a6:cd:d8:c7:e8', IPAddress: '10.110.1.226'",,2025-07-28T14:40:24.800+0000
Slifer,DESKTOP-05I8NAF,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:40:01.000+0000
Hospitality,3-2085,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '9A:BD:80:4F:43:81', IPAddress: '169.254.245.207;fe80::9463:e5da:e9ac:c37c', InstallDate: '2025-07-28T14:39:59Z'",,2025-07-28T14:39:59.000+0000
Hospitality,3-1732,Hardware,User Account Logged In,"User logged in: 'RF\RButler', Logged in time: '2025-07-28T14:39:49Z'",,2025-07-28T14:39:47.000+0000
Hospitality,3-1732,Software Patching,Software Patch Scan Started,Patch management scan has started.,,2025-07-28T14:40:36.000+0000
Partners,1-1088,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 2, Rejected: 10, Pending approval: 0",,2025-07-28T14:40:32.000+0000
Partners,1-1088,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:40:16.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft OneNote - pt-br', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft OneNote - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft OneNote - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft OneNote - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft 365 Apps for enterprise - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft 365 - pt-br', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft 365 - fr-fr', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft 365 - es-es', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Hospitality,3-2177,Software,Software Updated,"Software updated: 'Microsoft 365 - en-us', Version: '16.0.18925.20184', User: '<System>'",,2025-07-28T14:39:44.000+0000
Slifer,DESKTOP-L24CH9M,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:39:17.000+0000
Hospitality,3-1890,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:40:14.093+0000
Hospitality,3-1537,Hardware,Network Adapter Added,"Network Adapter added: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: '06:56:E5:23:4C:63', IPAddress: '169.254.32.64;fe80::9eea:ba75:ee6e:b232', InstallDate: '2025-07-28T14:39:34Z'",,2025-07-28T14:39:34.000+0000
Hospitality,3-1839,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:39:24.000+0000
Hospitality,3-1946,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:39:40.000+0000
Hospitality,3-1946,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:39:14.000+0000
Infrastructure,VEEAMPROXY,Software,Software Updated,"Software updated: 'Microsoft.MicrosoftOfficeHub', Version: '19.2507.56041.0', User: '<System>'",,2025-07-28T14:39:26.000+0000
Hospitality,3-1545,OS Patching,OS Patching Apply Patch Complete,Patch management update is complete.,,2025-07-28T14:40:02.455+0000
Hospitality,3-1675,Hardware,Network Adapter Status Changed,Network Adapter Status changed:  InterfaceName : 'Intel(R) Wi-Fi 6 AX201 160MHz' InterfaceIndex : 24 Status changed : 'Up' -> 'Down',,2025-07-28T14:39:18.000+0000
Hospitality,3-2065,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:39:40.000+0000
Hospitality,3-2065,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:39:25.000+0000
Hospitality,3-1759,OS Patching,OS Patching Warning,OS patch download has started.,,2025-07-28T14:39:30.000+0000
Hospitality,3-2085,OS Patching,OS Patching Warning,OS patch download is complete. 0 update(s) downloaded.,,2025-07-28T14:38:53.000+0000
Slifer,BETSY,Software Patching,Software Patch Scan Complete,"Software Updates Scan Complete : Approved: 1, Rejected: 12, Pending approval: 0",,2025-07-28T14:39:43.000+0000
Hospitality,3-1732,Hardware,Network Adapter Deleted,"Network Adapter removed: 'Microsoft Wi-Fi Direct Virtual Adapter #2', MacAddress: 'E2:D0:45:3A:9D:E1', IPAddress: '169.254.69.236;fe80::45b0:2187:20eb:99f'",,2025-07-28T14:39:02.000+0000
Infrastructure,RDP-SH1,Hardware,Disk Partition Added,"Disk partition added : 'Disk #4, Partition #0', Capacity: '21472739328'. Install Date: '2025-07-28T14:38:52Z'",,2025-07-28T14:38:52.000+0000
Hospitality,3-1732,OS Patching,OS Patching Apply Patch Started,Patch management update has started.,,2025-07-28T14:39:41.000+0000
Hospitality,3-2020,OS Patching,OS Patching Warning,OS patch download error. Failed to add catalog patch [c56cbfe5-6477-44bc-86d8-c3808040fa7a] to pre-download cache. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T14:39:03.000+0000
Hospitality,3-1727,OS Patching,OS Patching Warning,OS patch download error. Error while downloading [-2145107943]. Patch not available for pre-stage. 0 update(s) downloaded. 1 update(s) failed to download.,,2025-07-28T14:39:23.000+0000
